model of geometry	distance function	hdt_reg_mse	edt_reg_mse	max_depth	n_dim	seed	noise_std	n_samples	n_classes
hyperboloid	hyperboloid		178499.09305221325	20	16	44	0.5	1000	10
poincare	euclidean		216799.75935422938	20	32	42	0.1	1000	2
poincare	poincare		205712.6185136193	20	32	42	0.1	1000	2
hyperboloid	euclidean		1.4290788798085274e+27	20	32	42	0.1	1000	2
hyperboloid	hyperboloid		183682.79397276364	20	32	42	0.1	1000	2
poincare	euclidean		199267.23171426012	20	32	42	0.1	1000	5
poincare	poincare		188885.8416886864	20	32	42	0.1	1000	5
hyperboloid	euclidean		2.1370464026176682e+27	20	32	42	0.1	1000	5
hyperboloid	hyperboloid		200753.86846806228	20	32	42	0.1	1000	5
poincare	euclidean		183966.54199120283	20	32	42	0.1	1000	10
poincare	poincare		173938.31300266358	20	32	42	0.1	1000	10
hyperboloid	euclidean		2.2772076763343672e+30	20	32	42	0.1	1000	10
hyperboloid	hyperboloid		197485.33497246273	20	32	42	0.1	1000	10
poincare	euclidean		238355.30789146444	20	32	42	0.5	1000	2
poincare	poincare		225385.55530693685	20	32	42	0.5	1000	2
hyperboloid	euclidean		1.739016242478526e+29	20	32	42	0.5	1000	2
hyperboloid	hyperboloid		152101.38614243825	20	32	42	0.5	1000	2
poincare	euclidean		198739.39927253395	20	32	42	0.5	1000	5
poincare	poincare		187729.249001887	20	32	42	0.5	1000	5
hyperboloid	euclidean		6.25463540161566e+28	20	32	42	0.5	1000	5
hyperboloid	hyperboloid		196606.34303382967	20	32	42	0.5	1000	5
poincare	euclidean		216726.29255024067	20	32	42	0.5	1000	10
poincare	poincare		204249.84588684666	20	32	42	0.5	1000	10
hyperboloid	euclidean		1.0469680100002991e+31	20	32	42	0.5	1000	10
hyperboloid	hyperboloid		156641.62019319166	20	32	42	0.5	1000	10
poincare	euclidean		225523.55622934565	20	32	43	0.1	1000	2
poincare	poincare		213476.55478031884	20	32	43	0.1	1000	2
hyperboloid	euclidean		7.857105217429628e+29	20	32	43	0.1	1000	2
hyperboloid	hyperboloid		165652.03485517032	20	32	43	0.1	1000	2
poincare	euclidean		225619.32770800954	20	32	43	0.1	1000	5
poincare	poincare		214125.6701563061	20	32	43	0.1	1000	5
hyperboloid	euclidean		2.2894379590277727e+30	20	32	43	0.1	1000	5
hyperboloid	hyperboloid		177220.00055767805	20	32	43	0.1	1000	5
poincare	euclidean		227051.15636107908	20	32	43	0.1	1000	10
poincare	poincare		215458.10079189978	20	32	43	0.1	1000	10
hyperboloid	euclidean		3.305374977714319e+29	20	32	43	0.1	1000	10
hyperboloid	hyperboloid		174997.99571506528	20	32	43	0.1	1000	10
poincare	euclidean		173366.76115150435	20	32	43	0.5	1000	2
poincare	poincare		160814.25538539325	20	32	43	0.5	1000	2
hyperboloid	euclidean		2.257015009290811e+32	20	32	43	0.5	1000	2
hyperboloid	hyperboloid		138961.85448618123	20	32	43	0.5	1000	2
poincare	euclidean		207889.09427259228	20	32	43	0.5	1000	5
poincare	poincare		195699.73646764708	20	32	43	0.5	1000	5
hyperboloid	euclidean		4.168172499524953e+31	20	32	43	0.5	1000	5
hyperboloid	hyperboloid		169685.89104550297	20	32	43	0.5	1000	5
poincare	euclidean		188374.87017039364	20	32	43	0.5	1000	10
poincare	poincare		176737.10317122066	20	32	43	0.5	1000	10
hyperboloid	euclidean		3.3225997058639716e+31	20	32	43	0.5	1000	10
hyperboloid	hyperboloid		168937.93065724254	20	32	43	0.5	1000	10
poincare	euclidean		205591.17759646368	20	32	44	0.1	1000	2
poincare	poincare		194943.8722379168	20	32	44	0.1	1000	2
hyperboloid	euclidean		2.9603920166568094e+27	20	32	44	0.1	1000	2
hyperboloid	hyperboloid		193950.15506658796	20	32	44	0.1	1000	2
poincare	euclidean		209572.55431852114	20	32	44	0.1	1000	5
poincare	poincare		198901.8006314206	20	32	44	0.1	1000	5
hyperboloid	euclidean		6.1010104616479225e+26	20	32	44	0.1	1000	5
hyperboloid	hyperboloid		184154.18964850585	20	32	44	0.1	1000	5
poincare	euclidean		215207.82764670148	20	32	44	0.1	1000	10
poincare	poincare		204118.7034392577	20	32	44	0.1	1000	10
hyperboloid	euclidean		2.9890531374626785e+30	20	32	44	0.1	1000	10
hyperboloid	hyperboloid		185806.165784396	20	32	44	0.1	1000	10
poincare	euclidean		188531.40324990876	20	32	44	0.5	1000	2
poincare	poincare		178210.06688493083	20	32	44	0.5	1000	2
hyperboloid	euclidean		5.102676364211643e+29	20	32	44	0.5	1000	2
hyperboloid	hyperboloid		209271.8604423304	20	32	44	0.5	1000	2
poincare	euclidean		215271.54840769994	20	32	44	0.5	1000	5
poincare	poincare		203608.20158814572	20	32	44	0.5	1000	5
hyperboloid	euclidean		1.6611199066499753e+31	20	32	44	0.5	1000	5
hyperboloid	hyperboloid		173500.58201365947	20	32	44	0.5	1000	5
poincare	euclidean		168198.65955359148	20	32	44	0.5	1000	10
poincare	poincare		157809.53146928074	20	32	44	0.5	1000	10
hyperboloid	euclidean		2.9536783243064883e+31	20	32	44	0.5	1000	10
hyperboloid	hyperboloid		202360.03869648615	20	32	44	0.5	1000	10
